State,class
22+s+s+B+S*,Botnet-TCP-Attempt-SPAM
"s+s+s,s+S*s",Botnet-TCP-Attempt-SPAM
"11,s,",Botnet-TCP-Attempt-SPAM
"*s+s,s,S*s+",Botnet-TCP-Attempt-SPAM
*s+s+B*s+s+,Botnet-TCP-Attempt-SPAM
"*s+s+s*S,s+",Botnet-TCP-Attempt-SPAM
.y.Y.Y.y.y.,Botnet-TCP-WEB-Established
"11,R*",Botnet-TCP-Attempt-SPAM
"2*s*S+S,S*b",Botnet-TCP-Attempt-SPAM
"22*s*S,S*S*",Botnet-TCP-Attempt-SPAM
12*S*,Botnet-TCP-Attempt-SPAM
22*R+S*,Botnet-TCP-Attempt-SPAM
22+S*S+S*s*,Botnet-TCP-Attempt-SPAM
22*s*s*B*s*,Botnet-TCP-Attempt-SPAM
"22*s*S,",Botnet-TCP-Attempt-SPAM
22*s*s*s*,Botnet-TCP-Attempt-SPAM
"22*S*S,",Botnet-TCP-Attempt-SPAM
+S.S.R*r+R*,Botnet-TCP-Attempt-SPAM
"11*r*R,S*",Botnet-TCP-Attempt-SPAM
11*A*R+,Botnet-TCP-Attempt-SPAM
11+r*r*,Botnet-TCP-Attempt-SPAM
11+R*r*,Botnet-TCP-Attempt-SPAM
"12*R,R*A*r*",Botnet-TCP-Attempt-SPAM
",R*s*r*r*r*",Botnet-TCP-Attempt-SPAM
*i*i*i+i*i+,Botnet-TCP-Established-HTTP-Ad
11.R.A.,Botnet-TCP-Attempt-SPAM
11*r*r*,Botnet-TCP-Attempt-SPAM
11*r*r*r*r*,Botnet-TCP-Attempt-SPAM
"*Z+z,y+y+z,",Botnet-TCP-Established-HTTP-Ad
"*B*s*s+s,S+",Botnet-TCP-Attempt-SPAM
11*s*,Botnet-TCP-Attempt-SPAM
"22*S,S*",Botnet-TCP-Attempt-SPAM
11*A*,Botnet-TCP-Attempt-SPAM
"89.Y0Y,H,",Botnet-TCP-HTTP-Google-Net-Established
77.Y.Y.,Botnet-TCP-HTTP-Google-Net-Established
"s*s+S,S+B+B",Botnet-TCP-Attempt-SPAM
220S+,Botnet-TCP-Attempt-SPAM
12*S+R*,Botnet-TCP-Attempt-SPAM
"z,F,i,I,z,z",Botnet-TCP-Not-Encrypted-SMTP-Private-Proxy
"21,A,r,",Botnet-TCP-Attempt-SPAM
11*a*,Botnet-TCP-Attempt-SPAM
"11+R,R.R+R*",Botnet-TCP-Attempt-SPAM
21+R0,Botnet-TCP-Attempt-SPAM
"11,A,",Botnet-TCP-Attempt-SPAM
"11*R,",Botnet-TCP-Attempt-SPAM
"+r*R,S*s*S,",Botnet-TCP-Attempt-SPAM
"11,S0",Botnet-TCP-Attempt-SPAM
22*s*s*,Botnet-TCP-Attempt-SPAM
12.R*r*,Botnet-TCP-Attempt-SPAM
11+R0,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
"12*R+R,",Botnet-TCP-Attempt-SPAM
22+S0S+s*,Botnet-TCP-Attempt-SPAM
R+r*R+R*r*s,Botnet-TCP-Attempt-SPAM
12*S.R0S*,Botnet-TCP-Attempt-SPAM
"22+R0S,r,T*",Botnet-TCP-Attempt-SPAM
"22*S,S*",Botnet-TCP-Attempt-SPAM
"21*s*S,S*",Botnet-TCP-Attempt-SPAM
22*r*,Botnet-TCP-Attempt-SPAM
11*a*,Botnet-TCP-Attempt-SPAM
21+R*r*,Botnet-TCP-Attempt-SPAM
12*B*,Botnet-TCP-Attempt-SPAM
"12*r0R+s*R,",Botnet-TCP-Attempt-SPAM
1*s*r+s+r+R,Botnet-TCP-Attempt-SPAM
"12,S.R0r*",Botnet-TCP-Attempt-SPAM
"+R,R.R+r*A*",Botnet-TCP-Attempt-SPAM
110r*A*,Botnet-TCP-Attempt-SPAM
r+r+r*A*r*r,Botnet-TCP-Attempt-SPAM
+r+R*r+A+r+,Botnet-TCP-Attempt-SPAM
21*b*r*s*,Botnet-TCP-Attempt-SPAM
12*r*s*r*R*,Botnet-TCP-Attempt-SPAM
"R*S,A,r,S*S",Botnet-TCP-Attempt-SPAM
"+S,S*B*s+s*",Botnet-TCP-Attempt-SPAM
y.y.y.y.Y*y,Botnet-TCP-Established-HTTP-Ad
".y.Y*Y,Y*Y.",Botnet-TCP-Established-HTTP-Ad-yieldmanager
"88.Y,Y.y.y.",Botnet-TCP-Established-HTTP-Ad
"880Y,",Botnet-TCP-Established-HTTP-Ad
"Y+Y.y.y.y,Y",Botnet-TCP-WEB-Established
y.y.Y*Y.Y*Y,Botnet-TCP-Established-HTTP-Ad
55+V0,Botnet-TCP-Attempt-SPAM
"22+S,s+",Botnet-TCP-Attempt-SPAM
22*B*s+,Botnet-TCP-Attempt-SPAM
22+s+S*,Botnet-TCP-Attempt-SPAM
"2+s*S,s+s,b",Botnet-TCP-Attempt-SPAM
21*B*B*s*,Botnet-TCP-Attempt-SPAM
12+S*s*,Botnet-TCP-Attempt-SPAM
12*b*,Botnet-TCP-Attempt-SPAM
21*s+,Botnet-TCP-Attempt-SPAM
22*s*S+,Botnet-TCP-Attempt-SPAM
220r*,Botnet-TCP-Attempt-SPAM
"*A*s*A*R,r+",Botnet-TCP-Attempt-SPAM
22.S.,Botnet-TCP-Attempt-SPAM
21+R.R+R*,Botnet-TCP-Attempt-SPAM
520S+,Botnet-TCP-Attempt-SPAM
"22,S*",Botnet-TCP-Attempt-SPAM
11*r*r*A*R*,Botnet-TCP-Attempt-SPAM
11.S.,Botnet-TCP-Attempt-SPAM
22+S*B*,Botnet-TCP-Attempt-SPAM
55*V+W*w*,Botnet-TCP-Attempt-SPAM
"*r+B+s*A*R,",Botnet-TCP-Attempt-SPAM
22*v0,Botnet-TCP-Attempt-SPAM
55*v*E*,Botnet-TCP-Attempt-SPAM
"88.Y,Y.Y+Y.",Botnet-TCP-Established-HTTP-Ad
*Z+z+z+y+z+,Botnet-TCP-Established-HTTP-Ad
22*s*,Botnet-TCP-Attempt-SPAM
55*v*,Botnet-TCP-Attempt-SPAM
"y,Y+Y,y.y.y",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
82*w*,Botnet-TCP-Attempt-SPAM
82*w*,Botnet-TCP-CC-HTTP-Not-Encrypted
22*B*,Botnet-TCP-Attempt-SPAM
22*s0s*,Botnet-TCP-Attempt-SPAM
220S*,Botnet-TCP-Attempt-SPAM
22*S+,Botnet-TCP-Attempt-SPAM
28*s*,Botnet-TCP-CC-HTTP-Not-Encrypted
22*t*,Botnet-TCP-Attempt-SPAM
+S*s*s*B*s*,Botnet-TCP-Attempt-SPAM
11*b*r*r*,Botnet-TCP-Attempt-SPAM
11*s*r*,Botnet-TCP-Attempt-SPAM
"21+r,r+",Botnet-TCP-Attempt-SPAM
22*s+S*s+s+,Botnet-TCP-Attempt-SPAM
"B+s*s+s+s,s",Botnet-TCP-Attempt-SPAM
22+s+b+B+R*,Botnet-TCP-Attempt-SPAM
"+R*R,r+s*r*",Botnet-TCP-Attempt-SPAM
*B+B*r+r+s*,Botnet-TCP-Attempt-SPAM
"s,r,R*r*s+r",Botnet-TCP-Attempt-SPAM
"+r*s*R,R+r*",Botnet-TCP-Attempt-SPAM
"11*R,R.R*",Botnet-TCP-Attempt-SPAM
"11*s*R,R*",Botnet-TCP-Attempt-SPAM
Y.y.y.Y*Y.y,Botnet-TCP-Established-HTTP-Ad
"+Y,H,y,Y,y,",Botnet-TCP-WEB-Established-SSL
11.r.A.,Botnet-TCP-Attempt-SPAM
85*y*,Botnet-TCP-WEB-Established-SSL
88*y*,Botnet-TCP-WEB-Established
88*y*,Botnet-TCP-WEB-Established-SSL
"88*Y,Y*",Botnet-TCP-WEB-Established
"88,Y,Y+",Botnet-TCP-WEB-Established-SSL
"88*Y,y+",Botnet-TCP-WEB-Established-SSL
"*y*y*y*y+Y,",Botnet-TCP-WEB-Established-SSL
88+Y*,Botnet-TCP-WEB-Established
8*y*y*y*y*Y,Botnet-TCP-WEB-Established-SSL
88*Y+Y*,Botnet-TCP-WEB-Established
88*y*y*,Botnet-TCP-WEB-Established-SSL
88*Y+,Botnet-TCP-WEB-Established
"*y*Y+Y,Y*Y,",Botnet-TCP-WEB-Established-SSL
88+y*y*y*,Botnet-TCP-WEB-Established
"y*Y,y,Y*Y,y",Botnet-TCP-WEB-Established-SSL
88*y*h*h*Y*,Botnet-TCP-WEB-Established
85+Y0,Botnet-TCP-WEB-Established-SSL
88*y*Y+Y*,Botnet-TCP-WEB-Established-SSL
88*Y+Y*,Botnet-TCP-WEB-Established
",S,B,s,s,s,",Botnet-TCP-Attempt-SPAM
"S.r.R,R0R,S",Botnet-TCP-Attempt-SPAM
"1+r+R,r.R,r",Botnet-TCP-Attempt-SPAM
"S.S+s+s,s,S",Botnet-TCP-Attempt-SPAM
",Y*Y,y,y,Y+",Botnet-TCP-Established-SSL-Microsoft
"Y.Y*Y,y,y,Y",Botnet-TCP-Established-SSL-Microsoft
"2+z,s+S*s*S",Botnet-TCP-Established-HTTP-Microsoft
"y,Y+y,Y+H+Y",Botnet-TCP-Established-SSL-Microsoft
"Y,H,y,Y.Y,Y",Botnet-TCP-WEB-Established-SSL
".h.h.Y,Y.H.",Botnet-TCP-WEB-Established-SSL
"8,h,y,y,y,H",Botnet-TCP-WEB-Established-SSL
r+R.R.S+s*s,Botnet-TCP-Attempt-SPAM
"1,r,S*S,B,b",Botnet-TCP-Attempt-SPAM
"R,r,R.S,R.A",Botnet-TCP-Attempt-SPAM
".H.H.h.H.Y,",Botnet-TCP-Established-SSL-Microsoft
"y,H,H,Y,y,H",Botnet-TCP-Established-SSL-Microsoft
"y,y,H,h,y,y",Botnet-TCP-WEB-Established-SSL
"H,H,y+y+Y,y",Botnet-TCP-WEB-Established
"y.y.Y*Y,H,y",Botnet-TCP-WEB-Established-SSL
+A*s+S.S.R+,Botnet-TCP-Attempt-SPAM
",S+s+S,S+s+",Botnet-TCP-Attempt-SPAM
21*r*,Botnet-TCP-Attempt-SPAM
",s,S.S,s,B,",Botnet-TCP-Attempt-SPAM
"s+s+s+s,B,s",Botnet-TCP-Attempt-SPAM
"11,S0",Botnet-TCP-Attempt-SPAM
12.z.,Botnet-TCP-WEB-Established
"11,r,r.",Botnet-TCP-Attempt-SPAM
"11*R,",Botnet-TCP-Attempt-SPAM
"B,s+s*s+s*S",Botnet-TCP-Attempt-SPAM
"+s+s+S*S,s+",Botnet-TCP-Attempt-SPAM
"2,r,S+s+S*S",Botnet-TCP-Attempt-SPAM
+B+s+s*s+s+,Botnet-TCP-Attempt-SPAM
"B*B*s+s+S,S",Botnet-TCP-Attempt-SPAM
.S.S.S.B.S.,Botnet-TCP-Attempt-SPAM
12*s*,Botnet-TCP-Attempt-SPAM
12*r*B*b*r*,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
.y.y.y.y.H.,Botnet-TCP-WEB-Established
990Z*,Botnet-TCP-Established-HTTP-Ad
99+Y0,Botnet-TCP-WEB-Established
97+i+Y*,Botnet-TCP-Established-HTTP-Ad
"99*Y,Z*",Botnet-TCP-Established-HTTP-Ad
"99*R,Z0",Botnet-TCP-WEB-Established
89*z*z*,Botnet-TCP-Established-HTTP-Ad
"98,Z*Z.",Botnet-TCP-Established-HTTP-Ad
99+Z0z*,Botnet-TCP-WEB-Established
89*z*z*,Botnet-TCP-Established-HTTP-Ad
"98,Z0",Botnet-TCP-WEB-Established
22*s*,Botnet-TCP-Attempt-SPAM
89.Y.,Botnet-TCP-Established-HTTP-Ad
22*s*b*,Botnet-TCP-Attempt-SPAM
12*s*B*,Botnet-TCP-Attempt-SPAM
"2*s*R,S+s+S",Botnet-TCP-Attempt-SPAM
"*R,R*R+r+S,",Botnet-TCP-Attempt-SPAM
"Y.Y.Y.Y.Y,Y",Botnet-TCP-WEB-Established
".Y.Y.Y.Y.Y,",Botnet-TCP-Established-HTTP-Ad
",S+S,S+s*S,",Botnet-TCP-Attempt-SPAM
"11.R,r,R+R,",Botnet-TCP-Attempt-SPAM
"79,z,",Botnet-TCP-HTTP-Google-Net-Established
"*Z,Y*z*y*z*",Botnet-TCP-Established-HTTP-Ad
"I*i*Y,y+I+y",Botnet-TCP-Established-HTTP-Ad
77.X+z+,Botnet-TCP-HTTP-Google-Net-Established
r+R*r*R+r+r,Botnet-TCP-Attempt-SPAM
"s+r,r+R,r,A",Botnet-TCP-Attempt-SPAM
22*s*s*,Botnet-TCP-Attempt-SPAM
"+s+s,s+s+B+",Botnet-TCP-Attempt-SPAM
"s,s+s,s+s,s",Botnet-TCP-Attempt-SPAM
+S*s+s*B*S+,Botnet-TCP-Attempt-SPAM
"21,S0",Botnet-TCP-Attempt-SPAM
11*S+,Botnet-TCP-Attempt-SPAM
12+R*,Botnet-TCP-Attempt-SPAM
*S+s*B+s+s*,Botnet-TCP-Attempt-SPAM
"+s+s+S,S+s*",Botnet-TCP-Attempt-SPAM
21*s*s*,Botnet-TCP-Attempt-SPAM
22*s+S*s*b*,Botnet-TCP-Attempt-SPAM
11*R0,Botnet-TCP-Attempt-SPAM
"22*S,S*",Botnet-TCP-Attempt-SPAM
"22*S,S*",Botnet-TCP-Attempt-SPAM
S+s+R*S+B+B,Botnet-TCP-Attempt-SPAM
22+s+S*,Botnet-TCP-Attempt-SPAM
",b,s,s+S*S+",Botnet-TCP-Attempt-SPAM
55*E*,Botnet-TCP-Attempt-SPAM
H+y+y*y*h*y,Botnet-TCP-Established-HTTP-Ad
8.Y*y*y*y*y,Botnet-TCP-WEB-Established
",r,R*s*R+S*",Botnet-TCP-Attempt-SPAM
12*s*B*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
21+R*r0R+,Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
11*r*R.,Botnet-TCP-Attempt-SPAM
*B*B*S*s*b*,Botnet-TCP-Attempt-SPAM
"22,R*a*r*r*",Botnet-TCP-Attempt-SPAM
"11*R,",Botnet-TCP-Attempt-SPAM
21*r*,Botnet-TCP-Attempt-SPAM
220S*,Botnet-TCP-Attempt-SPAM
11*r*s*s*,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
22*r0,Botnet-TCP-Attempt-SPAM
220S*,Botnet-TCP-Attempt-SPAM
22+S*,Botnet-TCP-Attempt-SPAM
11.R*r*,Botnet-TCP-Attempt-SPAM
22*R+,Botnet-TCP-Attempt-SPAM
55*v*v*v*,Botnet-TCP-Attempt-SPAM
55*v*,Botnet-TCP-Attempt-SPAM
520s*,Botnet-TCP-Attempt-SPAM
"11*R,",Botnet-TCP-Attempt-SPAM
22+S0S*,Botnet-TCP-Attempt-SPAM
11*r*r0,Botnet-TCP-Attempt-SPAM
550V*,Botnet-TCP-Attempt-SPAM
22+s*,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
22*s0,Botnet-TCP-Attempt-SPAM
22+S0,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
"V,Y+Y.Y+Y.Y",Botnet-TCP-Attempt-SPAM
"y+V,Y+V.Y+V",Botnet-TCP-CC-HTTP-Not-Encrypted
12*s*S0,Botnet-TCP-Attempt-SPAM
12*r*,Botnet-TCP-Attempt-SPAM
22+S*s*,Botnet-TCP-Attempt-SPAM
22+S*A*S*,Botnet-TCP-Attempt-SPAM
55*v*,Botnet-TCP-Attempt-SPAM
22+S*S+S*s*,Botnet-TCP-Attempt-SPAM
11*s+R*,Botnet-TCP-Attempt-SPAM
Z*Y.Z*Y.Z*z,Botnet-TCP-Established-HTTP-Ad
Z.Z.y.Z.z.I,Botnet-TCP-WEB-Established
"+r+R*R,R*S+",Botnet-TCP-Attempt-SPAM
990i0,Botnet-TCP-Established
"88.y,y,y,y,",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
22+S*s*,Botnet-TCP-Attempt-SPAM
22*s*s*,Botnet-TCP-Attempt-SPAM
220S*,Botnet-TCP-Attempt-SPAM
+I*I+z*z*z*,Botnet-TCP-Established-HTTP-Ad
1*s*S.R+r+R,Botnet-TCP-Attempt-SPAM
"11*a*R,R*",Botnet-TCP-Attempt-SPAM
88*y*Y+,Botnet-TCP-Established-SPAM
22+R0,Botnet-TCP-Attempt-SPAM
11.R*,Botnet-TCP-Attempt-SPAM
"+s+s+s,S*S+",Botnet-TCP-Attempt-SPAM
S+R*s*S+S*S,Botnet-TCP-Attempt-SPAM
88+h+y*y*y0,Botnet-TCP-Established-SPAM
"+r,r+s,R,A,",Botnet-TCP-Attempt-SPAM
",r,S+s+B,s+",Botnet-TCP-Attempt-SPAM
98*Y+h+Y*Y+,Botnet-TCP-Established-SPAM
",B,R*S+S*R+",Botnet-TCP-Attempt-SPAM
21*B*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
510s*,Botnet-TCP-Attempt-SPAM
12+S*,Botnet-TCP-Attempt-SPAM
22*S*,Botnet-TCP-Attempt-SPAM
11*a*r*,Botnet-TCP-Attempt-SPAM
22*s+,Botnet-TCP-Attempt-SPAM
22*s0,Botnet-TCP-Attempt-SPAM
22*s*S+s*,Botnet-TCP-Attempt-SPAM
55*s*,Botnet-TCP-Attempt-SPAM
"11,A,",Botnet-TCP-Attempt-SPAM
r.S.R.A.B.r,Botnet-TCP-Attempt-SPAM
"22,s,",Botnet-TCP-Attempt-SPAM
"21,A,r.",Botnet-TCP-Attempt-SPAM
550V*,Botnet-TCP-Attempt-SPAM
11*R+R*,Botnet-TCP-Attempt-SPAM
"R,u.U.U,U.u",Botnet-UDP-Attempt-DNS
".R,u.U.U,U.",Botnet-UDP-DNS
"55*S0V,V*",Botnet-TCP-Attempt-SPAM
",y,y,y.H,y,",Botnet-TCP-Established-SSL-Microsoft
21*A*r*r*,Botnet-TCP-Attempt-SPAM
"21,A,",Botnet-TCP-Attempt-SPAM
"12+s+R,S*",Botnet-TCP-Attempt-SPAM
"w+I+v,z+w,I",Botnet-TCP-CC-HTTP-Not-Encrypted
"11*r*R,",Botnet-TCP-Attempt-SPAM
22*s*s*s*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
22*v*,Botnet-TCP-Attempt-SPAM
25*V+v*b*,Botnet-TCP-Attempt-SPAM
12*s*s*,Botnet-TCP-Attempt-SPAM
21+R*,Botnet-TCP-Attempt-SPAM
"21,r,r,",Botnet-TCP-Attempt-SPAM
990i0,Botnet-UDP-Attempt
990i0,Botnet-UDP-Custom-Encryption
210R*,Botnet-TCP-Attempt-SPAM
22*s0,Botnet-TCP-Attempt-SPAM
11*r*r*,Botnet-TCP-Attempt-SPAM
21+R0S*,Botnet-TCP-Attempt-SPAM
"12,r,",Botnet-TCP-Attempt-SPAM
22+S*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
"99+r+Z,Z*",Botnet-TCP-WEB-Established
Z+z*y+I+I+z,Botnet-TCP-Established-HTTP-Ad
+F+Z.Z+Z.Z+,Botnet-TCP-Established-HTTP-Ad
Z.Z*z+y*z+y,Botnet-TCP-Established-HTTP-Ad-yieldmanager
99.Z+Z.Z.Z.,Botnet-TCP-WEB-Established
z+Z*z*z*z*z,Botnet-TCP-Established-HTTP-Ad
".Z.Z.Z,Z.z.",Botnet-TCP-Established-HTTP-Adobe
"+Y,Z+z+Y.Y+",Botnet-TCP-Established-HTTP-Ad
x.Y.z.z.z.y,Botnet-TCP-Established-HTTP-Ad
*z*z*i*z*z*,Botnet-TCP-Established-HTTP-Ad
69.Z*Y*,Botnet-TCP-WEB-Established
I+i+i+i+I+I,Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
21+S*S+,Botnet-TCP-Attempt-SPAM
"11,R+",Botnet-TCP-Attempt-SPAM
"21,r,R*S,",Botnet-TCP-Attempt-SPAM
110r*,Botnet-TCP-Attempt-SPAM
"88,y,y,H,",Botnet-TCP-Established-HTTP-Binary-Download
"11,a,a,a,a,",Botnet-UDP-Attempt-DNS
w*W+w*w+w+w,Botnet-TCP-WEB-Established
550V*,Botnet-TCP-Attempt-SPAM
110r*,Botnet-TCP-Attempt-SPAM
21+s+r+R*R+,Botnet-TCP-Attempt-SPAM
22*S0,Botnet-TCP-Attempt-SPAM
11*r*r+,Botnet-TCP-Attempt-SPAM
"*R+s*s*S,S*",Botnet-TCP-Attempt-SPAM
+B+s+s*s*s*,Botnet-TCP-Attempt-SPAM
12*S*s*S+s*,Botnet-TCP-Attempt-SPAM
12*R+r*,Botnet-TCP-Attempt-SPAM
22*A*,Botnet-TCP-Attempt-SPAM
11*r+,Botnet-TCP-Attempt-SPAM
11+R*r*,Botnet-TCP-Attempt-SPAM
11*r*R+,Botnet-TCP-Attempt-SPAM
11+R*,Botnet-TCP-Attempt-SPAM
"22,B,r,S*",Botnet-TCP-Attempt-SPAM
21*A*,Botnet-TCP-Attempt-SPAM
21+A+R0,Botnet-TCP-Attempt-SPAM
+B+s+s*s+s+,Botnet-TCP-Attempt-SPAM
"22*S.S,s,S*",Botnet-TCP-Attempt-SPAM
"22,s+s+s+s*",Botnet-TCP-Attempt-SPAM
"+S*S+s+b+S,",Botnet-TCP-Attempt-SPAM
"s+s,S*s*S,s",Botnet-TCP-Attempt-SPAM
"1*R,R+s*s*s",Botnet-TCP-Attempt-SPAM
22*s*s*s+B+,Botnet-TCP-Attempt-SPAM
22*s*s+,Botnet-TCP-Attempt-SPAM
*R+S*R+B+s+,Botnet-TCP-Attempt-SPAM
12*s*B*,Botnet-TCP-Attempt-SPAM
11+S*s*B*,Botnet-TCP-Attempt-SPAM
22*S*,Botnet-TCP-Attempt-SPAM
22*S0,Botnet-TCP-Attempt-SPAM
22*S+s*r*S+,Botnet-TCP-Attempt-SPAM
12*S*s*s*,Botnet-TCP-Attempt-SPAM
22*s+,Botnet-TCP-Attempt-SPAM
22*S*,Botnet-TCP-Attempt-SPAM
22+A+s*,Botnet-TCP-Attempt-SPAM
",R.B.r,R.S.",Botnet-TCP-Attempt-SPAM
"*R,R+A+R*r*",Botnet-TCP-Attempt-SPAM
22*s*s*,Botnet-TCP-Attempt-SPAM
11.R*r*,Botnet-TCP-Attempt-SPAM
21*r*,Botnet-TCP-Attempt-SPAM
"11+r*R,R+r*",Botnet-TCP-Attempt-SPAM
"+A+B+r,s,R*",Botnet-TCP-Attempt-SPAM
"s,S.R,r+b+R",Botnet-TCP-Attempt-SPAM
22*S*,Botnet-TCP-Attempt-SPAM
z*z*i+i*i+i,Botnet-TCP-Established-HTTP-Ad
"22+R,s,",Botnet-TCP-Attempt-SPAM
"88.z.Z,y.",Botnet-TCP-WEB-Established
12*r+,Botnet-TCP-Attempt-SPAM
+r+B+S*A*r+,Botnet-TCP-Attempt-SPAM
"z+y+z,z+y+z",Botnet-TCP-Established-HTTP-Ad
b+B+s*b*s+s,Botnet-TCP-Attempt-SPAM
22+b+B+s*s+,Botnet-TCP-Attempt-SPAM
".Z,Z.Z,z,Z*",Botnet-TCP-WEB-Established
"H.Y,Y.Z,Z.Z",Botnet-TCP-WEB-Established
.X.x.X.Y.x.,Botnet-TCP-WEB-Established-SSL
"88.Y,",Botnet-TCP-HTTP-Google-Net-Established
87.y.,Botnet-TCP-HTTP-Google-Net-Established
"*S,s+S.S+s+",Botnet-TCP-Attempt-SPAM
22*S+,Botnet-TCP-Attempt-SPAM
22*s*s*,Botnet-TCP-Attempt-SPAM
"12*A*A*S,",Botnet-TCP-Attempt-SPAM
"22*S,S*S*",Botnet-TCP-Attempt-SPAM
"12*s*S,S*",Botnet-TCP-Attempt-SPAM
"11,r,",Botnet-TCP-Attempt-SPAM
210r*,Botnet-TCP-Attempt-SPAM
"12,S*",Botnet-TCP-Attempt-SPAM
"11*s0S,s+s,",Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
22*r*s*s*R.,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
21.R.,Botnet-TCP-Attempt-SPAM
"22*R,r,",Botnet-TCP-Attempt-SPAM
11+r+S*A*r*,Botnet-TCP-Attempt-SPAM
120S+,Botnet-TCP-Attempt-SPAM
",s+s*s*s*s*",Botnet-TCP-Attempt-SPAM
22+s+B+s*s+,Botnet-TCP-Attempt-SPAM
b+b+b+b+b+b,Botnet-TCP-Attempt-SPAM
"11.R,",Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
"22,r,r,r+",Botnet-TCP-Attempt-SPAM
"+r+s*r*S,r,",Botnet-TCP-Attempt-SPAM
"1,R+R,R*S+R",Botnet-TCP-Attempt-SPAM
"21+s*S+R,R*",Botnet-TCP-Attempt-SPAM
"r*A*R,S*s*A",Botnet-TCP-Attempt-SPAM
"S+r+r+r+r,R",Botnet-TCP-Attempt-SPAM
12*s*,Botnet-TCP-Attempt-SPAM
"11*r*s*S,",Botnet-TCP-Attempt-SPAM
",R*R,R+R.R,",Botnet-TCP-Attempt-SPAM
*s+B+s+S*B*,Botnet-TCP-Attempt-SPAM
12*R0,Botnet-TCP-Attempt-SPAM
"h,Y*Y.H.y.Y",Botnet-TCP-Established-HTTP-Ad
88.H.Y.y.Y.,Botnet-TCP-Established-HTTP-Ad-yieldmanager
"88*Y,y.Y*Y.",Botnet-TCP-Established-HTTP-Ad
88.Y*Y.,Botnet-TCP-Established-HTTP-Ad
".Y*Y+Y,Y*Y.",Botnet-TCP-Established-HTTP-Ad
y.Y.y.y.Y.Y,Botnet-TCP-WEB-Established
y.y.y.y.H.H,Botnet-TCP-Established-HTTP-Ad
8.H.H.y.Y.Y,Botnet-TCP-Established-HTTP-Ad
"11,R.",Botnet-TCP-Attempt-SPAM
"22,r+",Botnet-TCP-Attempt-SPAM
22*S+,Botnet-TCP-Attempt-SPAM
220S*,Botnet-TCP-Attempt-SPAM
"22,r,B,",Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
".R,r,R.R.R,",Botnet-TCP-Attempt-SPAM
11*R*r*R+,Botnet-TCP-Attempt-SPAM
21+r+R0,Botnet-TCP-Attempt-SPAM
"11.r,R,",Botnet-TCP-Attempt-SPAM
21+S*,Botnet-TCP-Attempt-SPAM
S*r*s+s*r*s,Botnet-TCP-Attempt-SPAM
.e.e.e.f.e.,Botnet-TCP-Attempt-SPAM
21*s0s*,Botnet-TCP-Attempt-SPAM
".Y.Y.Y,y.y,",Botnet-TCP-Established-HTTP-Ad
*z*Z+z*z+z+,Botnet-TCP-Attempt-SPAM
+z+z+z+z+z+,Botnet-TCP-Established-HTTP-Ad
"z,I,z,f,z,I",Botnet-TCP-Attempt-SPAM
",z+z+Z,I,z,",Botnet-TCP-Not-Encrypted-SMTP-Private-Proxy
21*r0,Botnet-TCP-Attempt-SPAM
12*s*,Botnet-TCP-Attempt-SPAM
",Y.Y+Y,Y.y.",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
22+S0s*,Botnet-TCP-Attempt-SPAM
22*S*s*,Botnet-TCP-Attempt-SPAM
21*B*,Botnet-TCP-Attempt-SPAM
21*S+,Botnet-TCP-Attempt-SPAM
22*s+S*r*s*,Botnet-TCP-Attempt-SPAM
82*y*,Botnet-TCP-CC-HTTP-Not-Encrypted
21*s*,Botnet-TCP-Attempt-SPAM
110r*,Botnet-TCP-Attempt-SPAM
110r*,Botnet-TCP-Attempt-SPAM
12*r*,Botnet-TCP-Attempt-SPAM
12*s*,Botnet-TCP-Attempt-SPAM
"2.S*S+s+s,B",Botnet-TCP-Attempt-SPAM
"S,s,s+S,s+S",Botnet-TCP-Attempt-SPAM
22+s+,Botnet-TCP-Attempt-SPAM
"+B,S+s+s+s,",Botnet-TCP-Attempt-SPAM
