src,dst,port,proto,State,label,class,modelsize
147.32.84.165,180.241.97.224,6667.0,tcp,B*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,180.251.135.144,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,182.0.125.28,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,183.83.70.111,6667.0,tcp,S*B*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.165,184.173.217.40,443.0,tcp,"v.w,v.v,v.v,v.w,v.w,v.v,E,E,v.v,v,v,F.v,v.v,w.v,E,v.v.E.v,v,v.v,E,v.f.w,v,v.v.e.v,v.v.v.E.v,v.f.v.v,v,v.E.v,v.v,v.v,w,v.v.v,v,v,E,v,v.v.v,v,v.v,E,v,E,v.V,V.E.E.v,v.E.v,v,v.e.v,v,v,E,w,F,E,E,w.v,v,v.v,v,v.v.v,v,w,v.v,v.e.v,v,E.v,v.e.v.w,v,E.f.w,v,v.E.E.v,v.E.v.E.w,E,e,E,E.E.w,e,w.E.v.v,F.E.E.E.v.w,w.E.F.v,v.v,w,v.v,E,v.v,v.v,v.E.v.E,E.v.v,v.e.w,v.v,w.v,v.E.v,v,w.E.v,v,v,E.w,s.w,v,v,E,E,v.E.v,v,v,v.v,v.v,v.v,w.v,v.v,v.v,v.v,v.v,E,E.v.v,e,v.E.w,e,w.w.v,v,E,v.v,E,v.v,v,w.w,w.v,v.w,v,F,F,v.e.v.v,v.v.e.v.v,w.v,v.E.v,v.v,v.v,v.v,v.v,v.w,v.v,v.v,v.v,w.v,v.v,v.v,v.v.v,v.v,v.v.v,v.v,v.v,v.v,v.e.v.E,E,v.v.v.e.w,v.v,v,E,v.v,v.f.E.v,v,v.v.E.v.v.E.v.v,w.w.v.E.v,v.v.v,F,v.v.v,w,v.v,e,v.F.v,E,v.F.E.E.f.e.E.v,v,v.E.v,E,v.v,v.v,v,v,v.v.v,v.v,v.v.v,v.v,E.v,w.v.v.v,v.E.v,v.v.v.v,w.v,v.v,v.E.v.v.v,E,v.v.E.v.v,v,v.e.v,v,v.v,E,w.v,F,v.v,E,v.E.v,w,v,f,v,E,v.F.v,E,v.v,E,v.v,e,v.v,E,F,e,B,V.v,v,w.v,s.w,E,v,E,v,E,b,v.v,v.w,s,E.v.v,v.v,v,F,e,s.s,E,v,E.v.v,e,E,v,b,v.v,E,E,E,E,B,E,E,e,E,E,v,v.E.v,E,w.v,E,v,E,v,v,E,",Botnet-TCP-Attempt-SPAM,botnet,42813
147.32.84.165,184.73.206.184,80.0,tcp,i*z000Z.,Botnet-TCP-WEB-Established,botnet,13
147.32.84.165,184.73.206.255,80.0,tcp,,Botnet-TCP-WEB-Established,botnet,5
147.32.84.165,187.120.226.164,6667.0,tcp,s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,187.38.130.143,6667.0,tcp,*,Botnet-TCP-Attempt-SPAM,botnet,6
147.32.84.165,188.129.211.240,6667.0,tcp,0,Botnet-TCP-Attempt-SPAM,botnet,6
147.32.84.165,188.173.211.169,6667.0,tcp,s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,188.173.49.47,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,189.196.142.123,6667.0,tcp,w0W+,Botnet-TCP-Established,botnet,9
147.32.84.165,190.10.161.143,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,190.151.53.33,6667.0,tcp,*,Botnet-TCP-Attempt-SPAM,botnet,6
147.32.84.165,190.246.180.21,6667.0,tcp,r*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,190.77.235.75,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,190.83.163.69,6667.0,tcp,v*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,193.0.14.129,53.0,udp,,Botnet-UDP-DNS,botnet,5
147.32.84.165,193.220.38.27,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,193.252.122.103,25.0,tcp,S*S+S0,Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.165,194.236.188.144,25.0,tcp,s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,194.25.134.72,25.0,tcp,s+S*s*s*s*s*S0s*,Botnet-TCP-Attempt-SPAM,botnet,21
147.32.84.165,194.25.134.73,25.0,tcp,s*s*s*B*s0,Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.165,194.25.134.8,25.0,tcp,S+S*s*S0s*s*S0,Botnet-TCP-Attempt-SPAM,botnet,19
147.32.84.165,194.25.134.9,25.0,tcp,s+S*s*s*s*s0s*,Botnet-TCP-Attempt-SPAM,botnet,19
147.32.84.165,195.113.232.81,80.0,tcp,000z00,Botnet-TCP-Established-HTTP-Ad,botnet,11
147.32.84.165,195.113.232.82,80.0,tcp,"z*z*z*z+z*Z.Z+I+z*z*Z*Z,Z.Z*z*Z.Z+I+Z0z0z*Z*z*z*i+Z*Z+z*z*z0z*z*",Botnet-TCP-Established-HTTP-Ad,botnet,69
147.32.84.165,195.113.232.83,80.0,tcp,"z+y*z+y*z*z*z*z+i+i*z*z*i*z*i*i*i+z*z*i*i*z*z*i+i+i*z*z*z*z*z*i*i*z*z*z*i*z*z*Z+i*I+z*z*z*z+i*i+i*z*z*z*z*i*z*z+i*i*i*z*z*Z+i+i*i*i*i+z*z*z*I*Z+I+Z*Z+Z,Z*z+i*z*i*z*Z.Z*z*z+Z,Z*",Botnet-TCP-Established-HTTP-Ad,botnet,181
147.32.84.165,195.113.232.88,80.0,tcp,"Z.Z.Z,Z.Y*I*z*I*z*Z*i+i+i*i*z*i*z*z*z*Z+Z*z*z*i*z*z+Z0z*I*z*z*i+z*z*z*z*i*i+z*z*z*z*z*i*z*z*z*z*z*Z+z+z*z+Z.Z*I*",Botnet-TCP-Established-HTTP-Ad-yieldmanager,botnet,117
147.32.84.165,195.113.232.89,80.0,tcp,Z*z*z0z*z*z*z*z*i*z*Z0z0z0z*I*I*z*z+Z0Z*,Botnet-TCP-WEB-Established,botnet,45
147.32.84.165,195.113.232.91,80.0,tcp,"z.Y.Z.Z.z.Z.Z,X000000x000",Botnet-TCP-Established-HTTP-Adobe,botnet,30
147.32.84.165,195.113.232.96,80.0,tcp,"Z.Z*Z+z*z+Z*I*Z.Z*z*I*z*I*z+z*z+z+Z*Z0z*z*z*i+z*z*i+z*I*z*Z+i*i*i+i*i+Z*z*z0Z.Z*Z.Z,Z*I*z*z*i*i*z*Z.",Botnet-TCP-Established-HTTP-Ad,botnet,105
147.32.84.165,195.113.232.97,80.0,tcp,00Z.Z00Z.Z000Z.Z*Z.,Botnet-TCP-Established-HTTP-Ad,botnet,24
147.32.84.165,195.113.232.98,80.0,tcp,"*i*Z*Z*Z0Z+z*z*I*z*i*z+i*i+z*z+z*i*z*i*i+z*i*z*z+I*i*z*z+B*Z*z*z*z*i*z*z*Z*I*z*z*i*z*z*z*z*z*z*z*z+Z*Z.Z*Z+Z,",Botnet-TCP-Attempt-SPAM,botnet,114
147.32.84.165,195.113.232.98,80.0,tcp,"*i*Z*Z*Z0Z+z*z*I*z*i*z+i*i+z*z+z*i*z*i*i+z*i*z*z+I*i*z*z+B*Z*z*z*z*i*z*z*Z*I*z*z*i*z*z*z*z*z*z*z*z+Z*Z.Z*Z+Z,",Botnet-TCP-Established-HTTP-Ad,botnet,114
147.32.84.165,195.113.232.99,80.0,tcp,"z*z*y*z+i+z*z*Z*z*i*z*I*Z+i*Z*Z+i+i*z*z+i+i*z*z*i*i*z+z*z*i*z*z*Z+z+z+I+Z*i*z*z*I*z*z*z*z*i*i*i+Z*z*z*z*i*z*Z.Z*z*z*z*z+z+z+z*Z*Z,Z*I*Z+",Botnet-TCP-WEB-Established,botnet,141
147.32.84.165,195.186.18.144,25.0,tcp,"S,",Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,195.50.106.142,25.0,tcp,"S+s*s*s*S,S+S,S*S*B*s*S+s*",Botnet-TCP-Attempt-SPAM,botnet,31
147.32.84.165,195.88.191.59,80.0,tcp,Y+Y000,Botnet-TCP-Established-HTTP-Binary-Download,botnet,11
147.32.84.165,196.0.35.154,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,196.12.157.45,6667.0,tcp,r0,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,196.2.13.199,6667.0,tcp,s0,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,199.255.211.81,6667.0,tcp,s*s*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.165,200.161.192.230,6667.0,tcp,s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,200.171.4.222,6667.0,tcp,*y*,Botnet-TCP-CC-HTTP-Not-Encrypted,botnet,8
147.32.84.165,200.29.244.194,6667.0,tcp,0,Botnet-TCP-Attempt-SPAM,botnet,6
147.32.84.165,201.132.220.14,6667.0,tcp,v*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,201.165.227.159,6667.0,tcp,*B*,Botnet-TCP-Attempt-SPAM,botnet,8
147.32.84.165,201.217.51.159,6667.0,tcp,v00,Botnet-TCP-Attempt-SPAM,botnet,8
147.32.84.165,201.67.253.254,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,202.112.126.217,6667.0,tcp,v*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,202.164.57.158,6667.0,tcp,s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,202.78.166.103,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,202.80.173.5,6667.0,tcp,*s*,Botnet-TCP-Attempt-SPAM,botnet,8
147.32.84.165,202.9.159.34,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,204.127.208.75,25.0,tcp,s*S0s*,Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.165,204.127.217.16,25.0,tcp,"S+s*s+s+S*S,S*s*s+b+s*s*s*S.S+S*s+s*",Botnet-TCP-Attempt-SPAM,botnet,41
147.32.84.165,204.127.217.21,25.0,tcp,s*S0s*,Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.165,205.178.149.7,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,205.188.103.1,25.0,tcp,"s+S,S+s+b+S,S+S,s,s+B+s+s,B,s+B+s+s+s,s,S+s+s+S.S,s+s+B+S,B,s,S+B+B+s,B,s,S.S+B+s+B+s+s,s+s,s,S+S,s+b+s,B,S+B+s+S*S+s+s,s+s,s+b+s+B+s,B,S*S,s+s+s+B+s+B+s+s+s,s+S.S+B+s+S,s+s,S,S+s,s,s,s+s+S,S*s*S,s,s,s+B+s+s+s+",Botnet-TCP-Attempt-SPAM,botnet,215
147.32.84.165,205.188.103.2,25.0,tcp,"S+B+S00s*S+s+s+S,B,",Botnet-TCP-Attempt-SPAM,botnet,24
147.32.84.165,205.188.146.193,25.0,tcp,"B+S,s,s+B,s,S+S,s+s,S+s+S.S+s+s+B+s,s+s+S,S+s,s,s+B+B+s,s+S,S,s+s+S,s+s+s,s+s,B,s+s,s+s,s+s,S+s+",Botnet-TCP-Attempt-SPAM,botnet,101
147.32.84.165,205.188.156.193,25.0,tcp,"s+s,s+s+s,s+s+s+B+B+s,s+s+s+s+s,B,S+S,s+s+B+B+b+B+s+s+s,s+s+B+B+s+B+S,S,s+S,s+B,s+s+S,S*s*",Botnet-TCP-Attempt-SPAM,botnet,95
147.32.84.165,205.188.159.42,25.0,tcp,"s,s,B+B+s+s+",Botnet-TCP-Attempt-SPAM,botnet,17
147.32.84.165,205.188.186.137,587.0,tcp,"Z*Z+Z,Z*Z,z,z,I,I,z,z,I,z,z,z,Z+Z.z,Z.Z,I,Z*z0Z.z,z,Z*z*Y,",Botnet-TCP-Established-SPAM,botnet,63
147.32.84.165,205.188.186.167,587.0,tcp,"Z+Z*Z,z+Z.z,z,Z+Z*z*Z.Z,Z.y,Z0Z,z,Y+Z.Z*z*I*y*y*H+y*",Botnet-TCP-Established-SPAM,botnet,57
147.32.84.165,205.188.190.2,25.0,tcp,"s+b+S,",Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.165,205.188.59.193,25.0,tcp,"s,S+s,B,B,s+s+s,s+b+B+s+s+S,S+B+s+B+S,S,s+s+s+S,s,s,s+B+B+s,s,s,S+B+s+s+s+s+B+s,s,S+S,b,s+s,s+s,s+S0S+s,s,B,S+s,s+s+",Botnet-TCP-Attempt-SPAM,botnet,121
147.32.84.165,206.46.232.11,25.0,tcp,"B*s+S,S*s*S+s,S*s+S,S*S.S*s*s*s+S*s*S,S*B*s*",Botnet-TCP-Attempt-SPAM,botnet,49
147.32.84.165,206.46.232.39,25.0,tcp,"B*s+S,S*s*S+s+S*s+S,S*S.S*s*s*s+S*s*S,S*B*s*",Botnet-TCP-Attempt-SPAM,botnet,49
147.32.84.165,206.47.72.104,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,206.51.230.74,80.0,tcp,y.H.Y.Y.H.y.y.y.Y.Y.Y.Y.Y.Y.y.y.y.Y.y.y.y.y.y.y.Y+Y.,Botnet-TCP-WEB-Established,botnet,57
147.32.84.165,207.115.11.16,25.0,tcp,"S+S*S+s+S*S+S*s*S+s+s*s*s*S+s,S*s+s*",Botnet-TCP-Attempt-SPAM,botnet,41
147.32.84.165,207.115.20.21,25.0,tcp,"S*s*s*s*S,S+S*S+B+S*S,S*s*",Botnet-TCP-Attempt-SPAM,botnet,31
147.32.84.165,207.115.20.22,25.0,tcp,s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,207.115.20.23,25.0,tcp,"S*s*s*S*S+s+S*S,S*s*s*s+S,S*S,s+",Botnet-TCP-Attempt-SPAM,botnet,37
147.32.84.165,207.115.21.20,25.0,tcp,S*S*s+S*s+s+S*S+s+s*s*s+,Botnet-TCP-Attempt-SPAM,botnet,29
147.32.84.165,207.115.21.22,25.0,tcp,"S*S*s*s*S+s,S*s*s+S*S,s,S*S+",Botnet-TCP-Attempt-SPAM,botnet,33
147.32.84.165,207.115.21.24,25.0,tcp,"B*s*s*S,S*s*s*s+S*S+s,S*S+B+s*S+s,",Botnet-TCP-Attempt-SPAM,botnet,39
147.32.84.165,207.115.36.20,25.0,tcp,s*s*b*s*S+s*s*S+s+s*b*s+s*s+S*S+B+,Botnet-TCP-Attempt-SPAM,botnet,39
147.32.84.165,207.115.36.22,25.0,tcp,"s*S*S+S,S*s*B*s*S+s+S*S+s+",Botnet-TCP-Attempt-SPAM,botnet,31
147.32.84.165,207.115.37.21,25.0,tcp,"s*S*S,S+S*s*s+s*s*s+B*s*S+s+",Botnet-TCP-Attempt-SPAM,botnet,33
147.32.84.165,207.115.37.23,25.0,tcp,S+S*s*S+s+s+s*S+s*s*S+s+S*S+s+,Botnet-TCP-Attempt-SPAM,botnet,35
147.32.84.165,207.223.8.109,25.0,tcp,B*s*b*b*s*s*s*B*s+s*s+s*s*B*,Botnet-TCP-Attempt-SPAM,botnet,33
147.32.84.165,207.223.8.110,25.0,tcp,B*s*s*s*s*s*s*B*S+s*s*s*s*s*,Botnet-TCP-Attempt-SPAM,botnet,33
147.32.84.165,207.245.252.27,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,207.69.189.219,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,207.69.189.220,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,208.104.2.209,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,208.104.244.55,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,208.47.184.2,25.0,tcp,s*s*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.165,208.47.185.156,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,208.47.185.65,25.0,tcp,s*s*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.165,208.67.174.100,25.0,tcp,0,Botnet-TCP-Attempt-SPAM,botnet,6
147.32.84.165,208.73.210.29,25.0,tcp,s*s*s*S+B+s*s*s*S+s+,Botnet-TCP-Attempt-SPAM,botnet,25
147.32.84.165,208.87.32.71,80.0,tcp,h.Y.Y.,Botnet-TCP-WEB-Established,botnet,11
147.32.84.165,208.87.32.75,80.0,tcp,,Botnet-TCP-WEB-Established,botnet,5
147.32.84.165,209.191.88.254,25.0,tcp,"S*S,s+s*s+s,S*S+B+S*S,s+s+S,S+s+s+s*S,s+S*S+s+S*S+B,S*S,b,s+S,s+S*S+B,S*S,B,S*s+s,S*S,B+s+s,b,S*S+s,S*S,s+s+S,b,S*s+s+s+s*s+s+s+s*S,s+B+s+s+B+",Botnet-TCP-Attempt-SPAM,botnet,147
147.32.84.165,209.202.254.14,25.0,tcp,S0,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,209.236.119.101,6667.0,tcp,s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,209.240.157.116,25.0,tcp,"s+S,S*b*s*s*s*B*s*S,S*S+s+S*S*s+S*S+s*",Botnet-TCP-Attempt-SPAM,botnet,43
147.32.84.165,209.249.171.237,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,209.85.225.27,25.0,tcp,"s+s*S,S+S,s+S*s+s*s+s*s*s+B+B+B+s,s+s+S,B,S+s+s,S+s+B+s+s+s+B+B+s+B,s+S,s,s+B+s*s+s*S,s+S,s+s,s,B,s+S*S+S,S+s+s,B+s+B+s*s+B+B+s*s+s+s+s,s+",Botnet-TCP-Attempt-SPAM,botnet,143
147.32.84.165,209.86.93.226,25.0,tcp,"S+s+s,S*S+S*s*s+s*S*s*s*",Botnet-TCP-Attempt-SPAM,botnet,29
147.32.84.165,209.86.93.227,25.0,tcp,S+s+S*s+s+s+S*S+B+s*s*s*s*,Botnet-TCP-Attempt-SPAM,botnet,31
147.32.84.165,209.86.93.228,25.0,tcp,"S,S*s+s+S*S*s+s*s+S*s*",Botnet-TCP-Attempt-SPAM,botnet,27
147.32.84.165,209.86.93.229,25.0,tcp,s*s+s+S*s+s+S*S*B*B*s+S*,Botnet-TCP-Attempt-SPAM,botnet,29
147.32.84.165,210.72.66.210,6667.0,tcp,r*s*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.165,211.140.47.197,6667.0,tcp,S0,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,211.29.132.105,25.0,tcp,S00,Botnet-TCP-Attempt-SPAM,botnet,8
147.32.84.165,211.29.133.14,25.0,tcp,S00,Botnet-TCP-Attempt-SPAM,botnet,8
147.32.84.165,212.117.171.138,65500.0,tcp,"f,W.Y,z,I,z,Z.Z,Z,z,i,I,H,z.z,i,y,y,I,Z.Z,I,H,F,z.z,z,F,I,i,z,I,z,Z+w,w,Z+z,z,z,z,Z,z,z,z,z.z,z,z,z,z,z,z,z,z,z,z,I,z,I,i,z,I,z,I,F,z.z,y,z.z,z,z,I,I,I,i,I,I,z,z,z,Z,Y,F,Z+z+Z,I,i,z,z,z.z,z,I,y,z.z,I,z,z,y,I,I,I,I,F,z.Z,z,z,z,I,z,z,I,y,z,z,I,h,z,z,z.z,z,H,z,Z,z,z,Z.z,z,y,Z.w,z,z,I,I,F,I,v,z,W+z+z+I+Z,w,W+z+z+z,z,I,z,I,F,z,Z+z+z,z,z,z,z,H,Z+W,Z+Z,W+Z,H,Z,y,z.z,i,I,I,I,I,I,I,i,i,z,z,I,h,z,z,z,z,I,I,z,z,I,z,z,I,z,z,z,I,i,z,z,z,e,v,I,v,z,v,z,Z+Z,z,I,F,z,z,z,w,W*F+I*Z,Z.y,W.w,z,z.y,Z.z.Z,Z.Z,H,z,z.y,z.w,Z+F+Z,z,z,i,i,i,I,z,I,z,z,z,z,z,z.y,y,I,y,z,z,z,z,z,y,z,y,z.y,Z.z,y,z.z,y,w,z,z,w,z,Y+Z.y,z,z,z,z,z,I,i,I,I,I,I,z,z,z,z,w,z.z,z,w,I,I,I,z,z,z,z,z,I+I,z,z,z,z.z,w.y,I,z.z,I,z.y,z.w,y,z,z.z,Z+Z,z,z,z,z,z,z,z,w,z,I,z,I,y,z,z,w,z,z,z,z,z,z,z,z,z,z,Z+w,I,W+Z,z,z,z,Z+Z,I,i,i,i,I,F,z,I,z,z,I,I,z,I,I,I,I,i,I,i,z,z,z,z.z,I,I,z,z,w,W+w,z+w+z,z,z,z,Z,z,Z.Z,Z.Z+w,w+z,z+Z,W+z+z,z,w+Z,z,W+z+z,f,z,i,z,Z,z,z,I,i,I,I,z,z,z,y,w.z,z,z,z,z,Z,z,z,Z,z,z,z,z,i,z.z,z,z,i,z,z,z.y,I,w.z,i,I,I,z,z,z.z,I,I,I,z.z,z,y,y,",Botnet-TCP-Not-Encrypted-SMTP-Private-Proxy,botnet,1329
147.32.84.165,212.227.0.72,25.0,tcp,s0,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,212.227.15.134,25.0,tcp,s+S*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.165,212.227.15.150,25.0,tcp,s+S*S*,Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.165,212.27.42.59,25.0,tcp,"B*S,",Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.165,212.27.48.10,25.0,tcp,"S+s*B*S,",Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.165,212.27.48.6,25.0,tcp,"b*S,",Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.165,212.42.113.170,6667.0,tcp,s0,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,212.52.133.252,6667.0,tcp,s*s*S00,Botnet-TCP-Attempt-SPAM,botnet,12
147.32.84.165,212.79.118.91,6667.0,tcp,s0,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,212.82.111.207,25.0,tcp,s*s*s*s*S*S*B*s*s*,Botnet-TCP-Attempt-SPAM,botnet,23
147.32.84.165,213.111.249.148,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,213.123.20.90,25.0,tcp,S*S*s+S*S*B*s*s*,Botnet-TCP-Attempt-SPAM,botnet,21
147.32.84.165,213.165.64.100,25.0,tcp,S*S+S.S*s*s*S+B+s+S*s*s*,Botnet-TCP-Attempt-SPAM,botnet,29
147.32.84.165,213.165.64.102,25.0,tcp,"S*S+S,S*s*s*S+s+s+S*s*s*",Botnet-TCP-Attempt-SPAM,botnet,29
147.32.84.165,213.165.64.75,25.0,tcp,S*s*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.165,213.165.65.50,25.0,tcp,"S*S+S,S*s*s*S+B+s+S*s*s*",Botnet-TCP-Attempt-SPAM,botnet,29
147.32.84.165,216.104.161.4,25.0,tcp,s+S.S+s+s+s*s*s*b*s*S.S*S+s+S*S*s+S*S+s*,Botnet-TCP-Attempt-SPAM,botnet,45
147.32.84.165,216.104.161.5,25.0,tcp,"s+S,s+s+s*s*B*s*B*s*S,S*S+s+S*s*S,S*S+s*",Botnet-TCP-Attempt-SPAM,botnet,45
147.32.84.165,216.157.130.15,25.0,tcp,b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+B+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+B+b+b+b+s*s+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+b+,Botnet-TCP-Attempt-SPAM,botnet,509
147.32.84.165,216.163.188.54,25.0,tcp,0,Botnet-TCP-Attempt-SPAM,botnet,6
147.32.84.165,216.177.160.25,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,216.200.145.235,25.0,tcp,"S,S0B0s*S,",Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.165,216.33.127.20,25.0,tcp,s*s*s*s*s0,Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.165,216.69.186.201,25.0,tcp,"b+S*s+S*s*S+s*S0S*S,s+S,S*s*S.",Botnet-TCP-Attempt-SPAM,botnet,35
147.32.84.165,216.77.188.73,25.0,tcp,"S+S*s+s+S*S+S*s*S+s+s*s*s*S,s,S*s+s*",Botnet-TCP-Attempt-SPAM,botnet,41
147.32.84.165,216.82.251.230,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,217.163.21.34,80.0,tcp,H.y.y.y.y.y.y.y.,Botnet-TCP-Established-HTTP-Ad,botnet,21
147.32.84.165,217.163.21.35,80.0,tcp,H.y.y.y.y.y.y.y.,Botnet-TCP-Established-HTTP-Ad-yieldmanager,botnet,21
147.32.84.165,217.163.21.36,80.0,tcp,H.y.y.y.y.y.y.y.,Botnet-TCP-Established-HTTP-Ad,botnet,21
147.32.84.165,217.163.21.37,80.0,tcp,Y0H0y0000,Botnet-TCP-Established-HTTP-Ad,botnet,14
147.32.84.165,217.163.21.38,80.0,tcp,H.y.Y.Y.y.y.y.y.y.Y0Y.y.H.Y.y.y.y.y.y.y.y.Y0000Y.y.H.y.Y.Y.y.y.y.y.y.,Botnet-TCP-Established-HTTP-Ad,botnet,74
147.32.84.165,217.163.21.41,80.0,tcp,H.Y.y.y.y.y.y.y.y.Y000000Y.y.H.y.y.y.y.y.y.y.y.,Botnet-TCP-Established-HTTP-Ad,botnet,52
147.32.84.165,217.19.6.21,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,217.219.211.243,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,217.34.4.225,6667.0,tcp,0Y*,Botnet-TCP-CC-HTTP-Not-Encrypted,botnet,8
147.32.84.165,217.72.192.149,25.0,tcp,S*s*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.165,217.72.192.188,25.0,tcp,S*s*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.165,218.189.208.34,6667.0,tcp,y*y0,Botnet-TCP-CC-HTTP-Not-Encrypted,botnet,9
147.32.84.165,218.248.255.243,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,219.232.102.130,6667.0,tcp,y*,Botnet-TCP-CC-HTTP-Not-Encrypted,botnet,7
147.32.84.165,220.164.82.72,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,221.130.69.202,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.165,222.23.80.7,6667.0,tcp,0,Botnet-TCP-Attempt-SPAM,botnet,6
147.32.84.165,24.165.45.220,25.0,tcp,"S,",Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.165,24.24.1.140,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
